OTU_ID,HOF033,HOF028,HOF079,HOF078,HOF052,HOF036,HOF038,HOF068,HOF004,HOF084,HOF064,HOF085,HOF009,HOF073,HOF082,HOF012,HOF063,HOF071,HOF074,HOF015,HOF070,HOF116,HOF066,HOF060,HOF089,HOF011,HOF069,HOF037,HOF131,HOF047,HOF021,HOF056,HOF019,HOF059,HOF065,HOF121,HOF032,HOF072,HOF075,HOF005,HOF098,HOF086,HOF057,HOF007,HOF039,HOF044,HOF141,HOF029,HOF013,HOF117,HOF010,HOF046,HOF061,HOF043,HOF143,HOF140,HOF090,HOF030,HOF002,HOF106,HOF034,HOF023,HOF154,HOF093,HOF126,HOF003,HOF041,HOF040,HOF150,HOF050,HOF092,HOF016,HOF096,HOF119,HOF105,HOF136,HOF077,HOF128,HOF137,HOF111,HOF026,HOF104,HOF006,HOF122,HOF049,HOF125,HOF103,HOF133,HOF123,HOF124,HOF042,HOF114,HOF135,HOF045,HOF083,HOF142,HOF058,HOF155,HOF048,HOF076,HOF130,HOF129,HOF145,HOF115,HOF091,HOF139,HOF118,HOF102,HOF109,HOF149,HOF088,HOF108,HOF024,HOF157,HOF132,HOF134,HOF160,HOF101,HOF099,HOF110,HOF053,HOF158,HOF113,HOF138,HOF107,HOF094,HOF087,HOF035,HOF051,HOF025,HOF081,HOF055,HOF095,HOF022,HOF153,HOF001,HOF062,HOF147,HOF151,HOF018,HOF146,HOF008,HOF100,HOF127,HOF027,HOF080,HOF144,HOF054,HOF014,HOF152,HOF112,HOF067,HOF020,HOF017,HOF156,HOF148,HOF159,HOF031,HOF097,HOF120
CL00032,1,0,0,0,0,0,0,0,0,10081,0,8974,0,0,195,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,724,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL00033,0,0,0,0,0,0,0,0,8552,0,0,0,5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,783,1,0,13,52,0,0,1552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,60,0,42,2,1605,0,0,31,0,0,4,10,1358,0,0,1,0,0,0,0,0,0,13,0,4,68,0,0,28,11,0,0,3,0,0,0,0,0,133,0,104,0,0,0,0,31,53,204,0,0,0
CL00034,2,3495,2127,1383,0,0,43,4,0,25,177,29,0,0,2,0,1,0,0,1,1044,0,0,1106,26,0,627,34,0,103,2,2,0,2741,230,0,0,0,0,0,4,0,15,0,0,276,0,1619,0,0,0,0,0,11,2,34,0,559,0,0,0,17,205,65,0,0,0,23,0,418,14,0,0,0,0,0,391,0,0,0,14,0,0,0,1075,77,0,0,0,68,0,0,0,277,0,0,144,28,434,0,1,0,54,1,0,9,0,0,14,0,3,0,129,10,0,0,4,0,0,5,0,4,0,0,0,1,0,1,0,343,0,98,0,12,155,0,0,0,0,0,0,0,0,0,338,19,0,8,0,21,0,0,0,0,0,0,9,0,0,0
CL00035,308,206,181,211,433,1033,513,542,52,87,181,34,87,11,168,73,258,16,15,51,408,38,270,0,44,27,419,709,426,380,137,87,176,167,44,1332,233,3,20,87,291,62,94,215,110,72,321,88,28,49,48,80,135,63,90,44,18,54,121,120,68,107,39,71,65,47,106,81,30,48,75,86,135,45,3,162,80,24,144,242,94,24,126,670,174,46,22,163,405,189,40,68,29,28,67,105,98,36,198,54,122,89,32,55,50,53,52,23,67,63,20,71,74,30,181,47,28,15,99,18,54,7,219,67,74,21,21,62,399,13,37,9,20,75,13,57,94,84,81,38,143,38,55,17,131,11,28,47,4,8,251,162,17,49,341,45,16,87,34,0
CL00036,0,5,0,3,0,0,0,0,0,0,6716,0,0,2409,0,0,1977,594,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,0,1396,3638,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL00037,56,57,125,67,150,222,65,58,29,263,94,649,18,218,190,19,86,1582,233,23,80,901,147,124,123,30,17,219,449,645,100,337,118,19,47,116,52,271,96,64,96,481,210,209,12,63,198,18,2,79,343,683,1029,25,30,32,46,9,198,261,15,30,44,41,189,33,501,14,26,20,113,215,59,36,3,155,68,52,88,49,188,14,135,31,154,31,17,45,10,20,61,22,17,114,43,39,41,24,120,75,34,15,20,2,86,30,27,36,45,29,15,80,17,35,158,30,14,51,83,9,12,12,16,39,45,6,41,7,478,5,197,6,271,52,8,180,230,54,76,11,72,14,65,50,58,0,6,11,2,9,81,27,1,47,78,32,6,90,3,0
CL00038,735,2314,0,41,231,0,2562,0,38,0,9,0,173,0,6,1,210,0,0,0,0,7,3,234,56,6,0,1190,0,4,0,18,25,1521,0,0,160,0,0,11,0,0,467,45,383,514,0,691,0,25,39,0,0,78,0,54,3,59,51,0,96,1077,15,0,7,5,2,25,43,0,0,0,0,0,0,0,22,164,0,0,0,0,2,7,0,234,0,1,529,1221,9,2,0,215,0,0,958,13,3,1,0,3,1,0,0,0,0,0,0,73,17,3,146,2,0,1,27,0,0,0,1,4,2,1,0,0,0,177,63,25,0,3,0,249,17,0,42,34,0,0,1,18,0,105,91,0,0,5,0,131,0,0,1,0,0,49,3,0,0,0
CL00039,1053,1,0,0,0,0,3350,0,5686,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,21,0,0,0,16,0,0,4102,0,0,0,0,605,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,558,3,0,0,0,1,0,121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,26,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1202,0,0,0,0,0,10,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,37,0,0,0
CL00040,64,577,92,276,101,137,184,460,50,89,26,58,45,226,176,17,209,619,397,8,73,271,104,105,98,8,48,335,203,689,72,223,40,117,3,108,58,264,75,0,85,513,204,152,35,16,276,163,10,36,2,354,119,21,126,264,43,38,135,134,26,127,266,40,78,59,120,34,23,9,413,28,107,15,6,49,395,121,228,376,115,15,3,59,37,35,5,370,39,97,97,66,190,7,47,138,30,72,94,105,139,188,103,56,197,314,16,90,14,80,35,33,36,58,244,182,24,30,23,30,12,35,157,166,50,32,50,8,35,58,152,0,39,143,76,4,154,29,34,6,20,22,1,81,130,44,64,1,5,59,230,117,0,2,7,26,20,3,36,0
CL00041,0,234,0,0,1,0,0,53,0,61,2,439,0,0,49,0,0,1,0,0,1175,0,0,5063,1,0,581,0,0,129,0,1,0,1355,16,0,0,0,1,0,0,1,70,0,0,73,0,466,0,0,0,12,0,2,51,122,2,50,0,0,0,0,258,187,27,0,0,0,5,61,46,0,0,0,0,2,0,54,8,0,0,2,0,2,910,0,0,38,5,36,0,0,147,507,162,2,234,2,126,0,2215,317,57,0,42,15,0,6,0,26,1,1,0,0,1,679,17,0,0,0,7,0,0,58,0,19,1,0,0,0,4,794,11,0,79,0,0,28,0,0,2,0,1,19,13,0,58,63,0,2,0,1,0,0,0,79,0,0,0,0
CL00042,24,143,174,242,653,2,0,49,44,110,186,70,159,204,843,456,279,61,194,187,45,697,2,241,276,75,54,13,71,20,0,52,126,176,157,34,0,380,175,5,213,67,513,41,23,82,0,95,284,1034,17,0,54,145,29,114,44,17,4,249,2,18,37,127,89,12,50,1,3,7,40,17,2,45,197,32,99,81,216,3,0,168,3,198,33,54,87,105,192,132,235,0,133,78,147,4,299,2,15,13,54,69,14,16,0,101,84,58,190,14,114,307,9,1,197,70,0,83,28,507,277,2,15,127,310,178,157,1,5,64,25,213,38,2,1,0,236,0,0,122,0,36,99,97,1,0,8,155,50,4,13,12,5,236,0,9,0,0,34,0
CL00043,0,0,0,80,198,1,1,20,435,55,95,66,1,4,94,76,409,2,0,3,5,974,14,269,0,186,1,0,28,735,1,419,2,95,34,194,0,3,4,29,490,83,288,14,0,0,370,0,13,126,1,477,1936,0,7,10,14,0,115,0,0,2,10,0,676,775,19,0,30,0,2,14,2802,65,1,415,225,69,109,29,0,71,0,30,62,6,30,1,7,1,1,3,3,101,47,87,20,3,327,63,13,17,6,9,0,12,31,25,0,3,2,0,2,48,3,1,17,9,157,6,3,12,16,21,0,13,32,0,27,0,413,2,14,1,2,86,330,256,48,0,52,4,56,107,0,15,13,2,2,41,16,22,0,9,50,41,4,0,219,0
CL00044,746,1159,113,271,573,3,71,98,630,328,5,272,341,932,56,202,14,185,332,111,31,3,12,68,12,6,50,43,11,78,25,14,239,101,6,3,420,436,43,138,79,2,141,523,88,186,84,358,204,4,149,21,1,221,101,92,47,590,407,6,363,285,83,6,2,523,53,125,9,8,49,2,7,28,5,9,176,7,126,0,44,51,6,0,8,31,68,29,0,4,84,6,13,54,75,164,62,27,22,17,2,7,39,10,14,30,14,61,7,52,13,24,266,3,22,6,14,4,19,15,284,5,2,67,18,6,3,157,29,386,11,29,52,162,12,1,8,2,0,77,1,140,26,1,156,12,29,136,78,13,0,27,105,44,1,5,4,9,8,0
CL00045,539,1,0,0,0,0,3691,0,181,1,0,306,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,82,0,0,0,0,7,0,0,0,3,1,0,99,0,0,0,3,5629,0,0,6,0,0,0,0,0,0,2,0,18,1,0,0,378,35,622,0,0,16,0,4120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,43,0,0,0,0,0,0,0,0,0,34,0,0,0,14,0,0,0,0,0,0,0,0,0,0,89,0,5,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
CL00046,1191,5523,0,0,1007,0,1923,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,149,0,0,0,0,2,0,0,0,413,0,0,0,0,53,0,0,103,0,0,1790,0,0,4,0,0,0,0,0,5,435,25,0,225,548,0,22,0,37,0,21,2,0,243,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,2,7,0,237,0,0,0,0,0,0,1,1,0,0,1,0,6,407,213,17,1003,0,1,15,232,0,0,0,12,0,0,2,1,0,0,140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CL00047,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3843,0,0,3,104,21,0,2,0,0,10848,0,2,0,0,0,0,7,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,1039,0,13,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,0,0,44,0,0,0,16,0,0,0,0,0,1,0
CL00048,0,4,1,0,0,1,992,11,0,52,5,18,0,0,1322,0,114,0,0,0,860,1,0,0,104,0,360,111,0,0,0,0,0,0,65,0,0,0,1,0,0,2,0,0,892,0,0,0,0,6,0,0,11,0,0,4,8,1,0,203,0,0,82,0,691,0,0,35,9,0,1,0,0,15,6,0,0,540,0,1,0,280,0,49,0,8,147,0,42,121,0,0,0,3,134,1,0,12,0,0,61,47,1,21,0,0,15,164,943,2,120,887,0,748,0,1,441,1,0,461,0,90,0,0,902,0,40,0,0,0,544,0,1,0,230,0,105,25,144,0,4,0,2,867,0,14,0,0,0,1393,0,0,0,0,111,1,55,0,0,0
CL00049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,487,0,0,0,378,2,0,0,0,0,190,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,461,0,267,0,0,0,0,0,4997,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,57,0,0,0,6,0,0,0,0,0,1961,0,1,0,0,1,0,2443,0,0,0,0,0,0,180,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,917,0,0,0,0,0,0,0,0,2663,1,124,0,1,0,0,0,0,359,0,0,0,0
CL00050,8453,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
CL00051,1547,2912,0,0,1,5,2329,3,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,680,0,10,0,0,0,0,4,0,505,0,0,91,0,0,0,129,660,0,0,626,0,0,5,0,0,0,2,0,0,468,66,0,636,555,101,0,0,76,0,322,1712,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,1,0,2,0,0,0,0,0,446,32,0,0,0,19,0,0,0,0,0,0,228,0,0,163,0,0,0,28,0,0,0,0,3,1,0,0,0,0,262,0,22,0,0,0,185,197,0,0,23,0,0,0,13,0,0,191,0,4,0,0,108,0,0,0,0,0,60,3,0,0,0
CL00052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1229,0,32,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,1184,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0,0,0,5,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3759,0,1972,112,0,0,0,0,0,0,0,0,0,0,0,68,1924,0,3669,14,0,0,0
CL00053,0,0,0,0,82,0,0,2976,0,97,20,67,0,7,171,0,0,0,0,1,2155,8,579,0,144,0,4207,4,0,0,0,0,0,0,0,53,0,0,4,0,690,155,0,0,9,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,7,2,0,0,5,87,0,7,0,343,6,0,0,0,135,1,2,0,10,0,247,0,8,9,0,317,240,0,33,0,0,212,0,0,5,0,0,72,86,0,3,0,1,6,10,11,73,99,22,0,3,0,0,28,30,181,10,61,52,56,0,1,42,109,0,12,0,7,0,10,1,0,0,0,42,0,0,3,0,184,74,0,0,1,36,0,0,66,473,0,0,0,44,57,0,153,0
CL00054,5,30,355,206,1536,0,0,21,9,23,34,11,53,154,107,86,31,44,123,27,29,0,1,34,40,2,11,0,2,17,0,69,1,40,66,2,4,212,122,6,1183,9,110,37,0,297,6,7,29,22,3,1,19,496,29,9,16,5,6,130,8,11,0,1235,1,4,962,0,4,7,1372,0,405,14,24,6,63,4,11,0,3,133,0,14,101,6,295,28,32,9,664,0,0,56,26,126,54,6,5,8,2,3,12,0,119,27,15,165,141,1,131,158,4,7,20,0,12,47,218,124,251,22,5,29,99,694,126,2,88,2,6,16,67,4,0,0,11,0,0,0,0,19,77,2,15,216,4,112,9,0,0,10,0,0,0,0,16,0,370,0
CL00055,54,402,0,0,0,1,64,0,42,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,367,0,0,0,0,522,0,0,240,0,0,7025,0,0,0,0,0,0,3099,0,0,2,0,13,0,0,0,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,0,0,404,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,72,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
CL00056,0,1,0,0,2,1960,0,12,0,8,4,2,1,0,0,0,0,4,7,3,5,0,1050,9,2,240,0,17,1784,8,26,145,8,0,0,592,0,0,12,8,0,8,0,3,0,0,154,0,3,1,13,625,81,0,0,1,6,0,1,25,0,0,0,1,6,0,48,3,0,0,9,4132,143,1,0,53,1,3,0,0,84,0,427,4,0,0,0,0,0,44,0,0,0,1,0,11,2,2,16,187,5,4,0,2,381,0,0,0,3,1,0,3,7,3,2,0,3,0,0,22,0,0,0,0,0,0,0,0,242,0,176,4,0,1,1,470,0,10,422,0,659,0,0,0,2,19,0,0,0,0,0,0,8,1,57,0,0,0,0,0
CL00057,5,0,0,0,0,0,0,0,0,1312,0,2233,0,0,63,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,689,0,4902,0,0,0,0,30,0,1051,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,493,0,0,0,0,11,0,0,0,0,0,0,24,51,2,708,0,0,0,0,0,25,7,0,0,0,0,0,1102,0,0,0,851,0,0,50,64,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CL00058,424,707,622,833,116,34,908,401,85,95,182,49,54,475,177,159,362,37,155,68,386,11,9,22,69,1,269,407,1,89,11,3,27,15,36,18,202,166,52,160,70,19,38,59,442,42,20,504,151,20,1,7,17,32,79,119,27,230,52,25,106,266,126,179,4,69,3,114,35,0,44,0,6,1,1,4,189,0,101,7,22,12,0,14,44,20,35,58,1,66,16,62,43,0,84,37,9,38,210,16,0,0,45,120,4,110,9,39,43,70,67,81,157,33,18,45,17,0,45,4,47,20,175,70,140,3,36,77,7,119,23,0,5,108,41,0,56,31,6,6,3,23,0,3,142,113,40,14,47,30,91,36,0,4,2,18,29,14,11,0
CL00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,5440,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,58,0,0,0,8,0,0,0,0,0,2036,0,0,0,0,3,0,2880,0,0,0,0,0,0,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,3103,0,0,0,0,0,0,0,0,14,0,0,0,0
CL00060,0,0,2187,5017,0,0,0,0,0,0,0,0,0,12,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1396,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,2,18,0,0,1795,0,0,0,0,343,0,0,0,0,455,0,0,0,0,1,0,0,0,0,0,0,0,106,0,0,0,13,0,0,39,875,344,0,0,640,0,0,0,0,0,141,0,12,0,0,0,0,309,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL00061,50,95,5,4,71,3,134,5,1041,372,9,67,430,37,364,44,3,3,30,263,14,0,0,52,74,1,8,32,0,6,0,3,1102,27,10,0,30,13,14,439,521,3,22,112,260,22,3,38,51,53,210,0,0,37,20,16,15,61,156,1,9,25,79,23,0,314,0,185,17,54,17,2,1,62,393,1,0,0,4,1,1,925,0,1,6,2,1544,13,0,3,8,110,5,18,364,3,38,30,3,0,7,1,23,17,0,8,46,284,369,0,14,156,34,0,2,0,8,53,250,84,89,0,67,3,91,25,3,8,2,41,3,18,60,6,44,0,0,0,0,253,0,75,88,1,2,11,12,50,80,3,15,0,166,100,0,0,1,0,41,0
CL00062,253,380,0,0,168,0,0,1,0,9,2,38,0,0,376,414,16,0,0,28,1,3606,4,0,2,2080,0,3,103,6,1,1,5,0,3,3,325,0,11,0,5,18,18,0,0,15,110,4,95,612,1,0,53,24,0,1,0,9,9,0,6,4,0,0,541,0,25,1,5,12,0,706,73,16,0,636,2,147,173,170,0,3,0,108,0,5,0,5,16,5,246,3,4,5,6,22,6,1,0,3,91,18,1,3,0,0,39,0,3,0,1,0,0,7,66,1,21,1,6,1,0,0,6,11,0,0,7,40,8,0,263,0,4,96,1,0,130,0,7,2,5,0,3,241,117,0,2,0,5,15,94,8,5,184,104,1,2,0,8,0
CL00063,16,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,451,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2079,0,0,284,0,7,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1549,0,0,0,0,0,54,0,0,0,0,0,9,0,0,0,4,0,0,2621,0,0,0,0,2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3077,0,0,0
CL00064,3,234,15,30,183,26,243,60,9,267,525,65,236,137,395,183,152,77,68,98,19,39,17,64,43,6,15,109,0,65,10,20,16,215,83,4,13,123,0,3,1364,64,69,417,93,19,0,66,402,157,8,9,3,9,27,14,7,17,6,88,3,183,6,70,4,17,28,12,0,4,46,3,387,87,3,2,82,39,12,2,7,67,4,3,212,11,157,5,19,231,20,0,1,17,743,8,180,1,27,20,16,37,219,25,34,40,41,186,476,2,19,589,52,0,11,1,0,33,96,75,69,0,0,72,253,16,88,2,11,71,20,17,0,101,6,0,18,0,1,21,1,78,67,15,30,0,24,53,46,5,0,23,2,18,0,2,0,0,143,0
CL00065,0,0,0,0,0,0,0,0,1,6,2,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1625,1,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,1,0,0,1,6,0,0,48,0,0,0,0,503,0,0,0,8,0,0,0,0,50,0,3,0,453,0,0,0,0,0,675,0,19,0,2485,1149,141,0,0,329,0,2,0,0,10,0,0,208,70,0,2,0,0,26,0,5,0,0,8,0,0,2979,450,0,0,0,2,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
CL00066,0,0,0,0,2,0,6,0,0,844,0,808,2,0,7,0,0,0,0,1440,0,0,0,16,3,0,0,1,0,0,0,0,0,0,4,0,0,0,0,100,246,0,0,0,33,0,0,0,2,0,75,0,0,0,0,0,49,0,0,0,0,0,0,268,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1258,0,0,0,0,2956,1,118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1575,2,0,327,0,8,0,0,0,0,19,0,0,0,0,0,1157,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,259,10,0,0,0,0,0,0,0,0,0,2,0
CL00067,62,63,57,49,14,3,26,376,35,613,108,608,192,36,80,1,16,3,53,185,153,0,4,91,1410,1,194,15,0,166,2,4,16,59,84,0,10,7,42,10,40,10,6,14,32,56,104,18,14,10,27,6,0,15,142,58,808,25,1,2,50,33,40,236,0,9,0,46,107,5,30,0,0,50,11,1,5,63,9,1,2,78,0,1,79,149,27,6,6,203,1,110,14,126,138,54,14,58,44,0,105,125,282,99,2,35,70,56,37,192,251,21,30,12,4,22,22,209,7,87,12,17,195,13,13,927,31,11,0,20,2,2,35,10,10,0,0,110,1,10,7,18,22,16,7,39,54,4,5,3,29,39,9,4,0,111,46,0,8,0
CL00068,72,129,0,0,829,53,293,832,0,25,3,0,4,0,97,0,1,0,0,0,146,518,48,0,1,0,149,680,1808,531,0,13,0,0,0,83,15,0,0,0,671,237,386,319,41,0,48,17,0,12,0,21,8,0,18,0,43,4,4,26,0,0,2,4,3,1,23,13,0,0,23,0,384,9,2,5,9,7,0,8,6,22,7,76,37,9,61,4,2,2,259,39,2,0,15,25,24,1,62,0,11,0,1,11,19,0,10,43,1,0,21,3,0,7,1,1,2,17,21,11,33,0,162,0,15,22,117,6,100,2,115,0,16,0,12,0,16,1,0,0,1,10,166,28,43,0,2,3,0,6,92,147,0,0,1,8,0,1,757,0
CL00069,0,175,1148,509,30,0,18,73,37,177,221,61,48,246,47,2,52,2,290,0,391,0,0,637,141,0,191,0,0,8,0,0,5,311,424,0,0,29,149,21,141,0,12,15,54,136,1,145,0,11,10,0,1,25,8,79,96,14,7,0,0,0,80,215,0,21,0,44,8,46,13,0,0,105,7,0,11,390,8,0,0,241,0,1,191,388,127,89,104,461,0,0,54,7,69,1,23,24,93,0,470,666,44,0,0,90,50,5,50,14,105,99,0,2,8,56,25,0,271,3,28,17,1,24,22,0,8,0,1,0,0,13,2,0,28,0,1,0,0,5,0,17,0,19,1,94,15,45,0,4,0,0,0,1,0,5,52,0,2,0
CL00070,0,0,0,0,1768,0,0,0,57,0,0,1,1854,0,0,32,1,0,0,154,0,0,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0,9,11,0,0,0,226,0,1121,0,0,33,0,23,0,0,939,0,92,1,0,20,0,0,0,326,0,0,124,40,0,4,12,0,0,0,0,0,46,0,0,724,0,0,0,2,0,0,5,0,1,0,0,142,0,0,438,0,0,2,0,0,0,0,0,10,0,0,344,0,0,0,41,0,0,0,0,2,1,19,0,0,0,630,0,0,571,0,0,0,0,35,7,0,52,0,0,38,0,0,47,1,65,3,631,0,0,0,0,0,301,9,40,0,0,0,35,0,56,0,0,0,0
CL00071,67,169,7,0,39,94,3,3,11,7,15,1,10,0,2,11,13,0,1,0,7,0,0,0,17,6,0,50,478,69,3297,6,22,0,2,0,23,0,0,1,0,18,0,8,6,4,621,34,1,0,5,137,33,12,41,18,57,10,39,0,8,139,58,0,2,13,6,6,32,1,1,6,0,0,0,586,0,1,180,0,239,0,3,0,63,14,0,39,0,8,0,0,7,9,5,122,0,27,40,0,0,0,14,0,1898,24,0,0,0,45,4,0,29,284,116,13,53,0,0,0,2,36,1,70,0,0,2,12,99,7,1,0,0,139,51,18,1,127,129,0,246,1,0,0,82,0,3,3,1,97,0,0,4,0,119,39,40,32,0,0
